time,INITIAL TIME,FINAL TIME,TIME STEP,SAVEPER,contact infectivity,duration,total population,recovering,succumbing,infectious,recovered,susceptible
20.6875,0,100,0.03125,0.03125,0.3,5,1000,6.448154643598376,8.797791704627857,32.24077321799188,63.16651476869378,909.5927120133163
20.71875,0,100,0.03125,0.03125,0.3,5,1000,6.462839875229809,8.815162821672004,32.31419937614905,63.36801960130623,909.3177810225467
20.75,0,100,0.03125,0.03125,0.3,5,1000,6.477541893645073,8.832539441823789,32.38770946822537,63.56998334740716,909.0423071843694
20.78125,0,100,0.03125,0.03125,0.3,5,1000,6.4922606283211906,8.849921410551403,32.46130314160595,63.77240653158357,908.7662903268124
20.8125,0,100,0.03125,0.03125,0.3,5,1000,6.506996008210129,8.867308572674457,32.534980041050645,63.97528967621861,908.4897302827327
20.84375,0,100,0.03125,0.03125,0.3,5,1000,6.521747961738031,8.884700772365301,32.60873980869015,64.17863330147517,908.2126268898367
20.875,0,100,0.03125,0.03125,0.3,5,1000,6.536516416804451,8.90209785315035,32.68258208402226,64.38243792527949,907.9349799907002
20.90625,0,100,0.03125,0.03125,0.3,5,1000,6.5513013007816125,8.919499657911441,32.756506503908064,64.58670406330462,907.6567894327892
20.9375,0,100,0.03125,0.03125,0.3,5,1000,6.566102540513674,8.936906028887249,32.83051270256837,64.79143222895405,907.3780550684795
20.96875,0,100,0.03125,0.03125,0.3,5,1000,6.580920062316009,8.954316807674694,32.90460031158005,64.99662293334511,907.0987767550768
21.0,0,100,0.03125,0.03125,0.3,5,1000,6.5957537919745,8.9717318352304,32.978768959872504,65.20227668529249,906.8189543548369
21.03125,0,100,0.03125,0.03125,0.3,5,1000,6.61060365474485,8.9891509518722,33.05301827372425,65.40839399129169,906.538587734986
21.0625,0,100,0.03125,0.03125,0.3,5,1000,6.625469575351896,9.006573997280631,33.12734787675948,65.61497535550247,906.25767676774
21.09375,0,100,0.03125,0.03125,0.3,5,1000,6.6403514779889505,9.024000810500501,33.20175738994475,65.82202127973221,905.976221330325
21.125,0,100,0.03125,0.03125,0.3,5,1000,6.655249286317148,9.041431229942468,33.27624643158574,66.02953226341937,905.6942213049969
21.15625,0,100,0.03125,0.03125,0.3,5,1000,6.670162923464806,9.058865093384643,33.35081461732403,66.23750880361678,905.4116765790611
21.1875,0,100,0.03125,0.03125,0.3,5,1000,6.685092312026805,9.076302237974245,33.425461560134025,66.44595139497505,905.1285870448928
21.21875,0,100,0.03125,0.03125,0.3,5,1000,6.700037374063976,9.093742500229279,33.50018687031988,66.6548605297259,904.8449525999561
21.25,0,100,0.03125,0.03125,0.3,5,1000,6.714998031102509,9.111185716040229,33.574990155512545,66.86423669766539,904.5607731468239
21.28125,0,100,0.03125,0.03125,0.3,5,1000,6.72997420413337,9.12863172067181,33.64987102066685,67.07408038613734,904.2760485931976
21.3125,0,100,0.03125,0.03125,0.3,5,1000,6.744965813611735,9.146080348764736,33.724829068058675,67.2843920800165,903.9907788519266
21.34375,0,100,0.03125,0.03125,0.3,5,1000,6.759972779456442,9.163531434337523,33.79986389728221,67.49517226169186,903.7049638410277
21.375,0,100,0.03125,0.03125,0.3,5,1000,6.774995021049449,9.180984810788319,33.874975105247245,67.70642141104987,903.4186034837047
21.40625,0,100,0.03125,0.03125,0.3,5,1000,6.790032457235317,9.198440310896776,33.950162286176585,67.91814000545767,903.1316977083676
