time,INITIAL TIME,FINAL TIME,TIME STEP,SAVEPER,predation rate,predator death rate,predator efficiency,prey birth rate,predation,predator births,predator deaths,prey births,Predator,Prey
5.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,27.57048992025326,0.2757048992025326,1.2124298032478507,227.39864894773763,3.0310745081196266,454.79729789547525
5.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,28.23488032189741,0.28234880321897415,1.1187573128433188,252.37716882617318,2.796893282108297,504.75433765234635
5.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,29.024143363416684,0.2902414336341668,1.0351164618808844,280.39495488920767,2.5877911547022108,560.7899097784153
5.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,29.953977376647526,0.2995397737664753,0.9606289590562126,311.81630632993154,2.4015723976405314,623.6326126598631
6.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,31.044237271510344,0.31044237271510344,0.8945200405272389,347.049097449092,2.236300101318097,694.098194898184
6.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,32.319895273940034,0.3231989527394003,0.8361122737460254,386.5497049712897,2.090280684365063,773.0994099425794
6.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,33.812317504899625,0.3381231750489962,0.7848209416453629,430.8284311834584,1.962052354113407,861.6568623669168
6.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,35.560965763157085,0.3556096576315709,0.7401511649857262,480.45544539327824,1.8503779124643154,960.9108907865565
7.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,37.61567925143791,0.37615679251437917,0.7016970142503106,536.0672553470433,1.7542425356257765,1072.1345106940867
7.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,40.039756957652045,0.40039756957652045,0.6691429920767176,598.373702358994,1.6728574801917937,1196.747404717988
7.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,42.914158493099094,0.4291415849309909,0.6422684498266977,668.1654455341618,1.6056711245667443,1336.3308910683236
7.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,46.343285804492005,0.46343285804492007,0.6209557633371271,746.3218564142946,1.5523894083428176,1492.6437128285893
8.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,50.46302620623956,0.5046302620623957,0.6052034728079064,833.81917774052,1.513008682019766,1667.63835548104
8.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,55.45206997515258,0.554520699751526,0.5951461517333553,931.7386966823051,1.4878653793333882,1863.4773933646102
8.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,61.54803016424335,0.6154803016424335,0.5910836065351724,1041.2745250206992,1.477709016337931,2082.5490500413985
8.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,69.07069772104434,0.6907069772104434,0.5935232760458985,1163.7403368777561,1.4838081901147462,2327.4806737555123
9.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,78.45604259147743,0.7845604259147744,0.6032416461623531,1300.574041772345,1.5081041154058825,2601.14808354469
9.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,90.30662467458332,0.9030662467458332,0.6213735241375952,1453.3387916699535,1.5534338103439878,2906.677583339907
9.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,105.4674208521997,1.054674208521997,0.6495427963984189,1623.7178125443747,1.6238569909960472,3247.4356250887495
9.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,125.14158297465119,1.2514158297465119,0.6900559376107767,1813.4991115058965,1.7251398440269416,3626.998223011793
10.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,151.0698240981723,1.5106982409817231,0.7461919268243502,2024.5438025723022,1.8654798170608755,4049.0876051446044
10.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,185.81258213232172,1.8581258213232177,0.8226425582400876,2258.7280498815685,2.0566063956002187,4517.456099763137
10.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,233.20027568076856,2.3320027568076855,0.9261908845484005,2517.8424833502245,2.315477211371001,5035.684966700449
10.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,299.0613105007268,2.990613105007268,1.066772071774329,2803.4227593089063,2.6669301794358224,5606.845518617813
11.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,392.41198516609325,3.9241198516609326,1.259156175097623,3116.467940409929,3.1478904377440573,6232.935880819858
11.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,527.4142599537812,5.274142599537812,1.525652542753954,3456.9749348154082,3.814131356884885,6913.9498696308165
11.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,726.5940541358597,7.265940541358597,1.9005015484323398,3823.1700191731115,4.751253871080849,7646.340038346223
11.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1026.0551135995472,10.260551135995472,2.437045447724966,4210.242014802768,6.092613619312414,8420.484029605535
12.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1483.5831199387308,14.835831199387309,3.2193960165520163,4608.26537745317,8.04849004138004,9216.53075490634
12.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,2190.0162368632427,21.90016236863243,4.381039534835546,4998.850659642475,10.952598837088864,9997.70131928495
12.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,3281.101601457192,32.81101601457192,6.1329518182152345,5349.954962489879,15.332379545538085,10699.909924979758
12.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,4935.959499076586,49.35959499076586,8.800758237850903,5608.561632618965,22.001895594627257,11217.12326523793
13.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,7318.819415599258,73.18819415599258,12.856641913142397,5692.636899311762,32.14160478285599,11385.273798623524
13.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,10369.297397489527,103.69297397489525,18.88979713742742,5489.364084775825,47.22449284356854,10978.72816955165
13.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,13354.89834094633,133.5489834094633,27.3701148211742,4879.372420686613,68.4252870529355,9758.744841373225
13.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,14511.15711021869,145.11157110218687,37.988001680003116,3819.931680654148,94.97000420000778,7639.863361308296
14.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,12094.872869389133,120.94872869389134,48.700358622221486,2483.52850195858,121.75089655555371,4967.05700391716
14.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,7170.227807194883,71.70227807194883,55.92519562938847,1282.1104560297608,139.81298907347116,2564.2209120595217
14.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,3140.2093553375566,31.40209355337557,57.502903873644506,546.0957871341205,143.75725968411126,1092.191574268241
14.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1217.6962231403534,12.176962231403536,54.892822841617615,221.83159110869104,137.23205710404403,443.6631822173821
15.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,492.7902081492438,4.927902081492439,50.621236780596206,97.34851210473326,126.55309195149052,194.69702420946652
15.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,220.67289229793784,2.2067289229793783,46.05190331068583,47.91830009916944,115.12975827671457,95.83660019833889
15.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,109.6851268771896,1.0968512687718959,41.66738587191519,26.323976074323394,104.16846467978796,52.64795214864679
15.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,59.81484165616573,0.5981484165616574,37.61033241160086,15.903832223965118,94.02583102900213,31.807664447930236
16.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,35.316193195885,0.35316193195885004,33.909114012096936,10.414956044940041,84.77278503024233,20.829912089880082
16.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,22.31110031707335,0.2231110031707335,30.553518804083126,7.302301401071921,76.38379701020781,14.604602802143843
16.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,14.933166014097365,0.14933166014097365,27.52047802399189,5.426201536571742,68.80119505997972,10.852403073143485
16.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,10.50277050752995,0.1050277050752995,24.783363387606798,4.23783097688104,61.95840846901699,8.47566195376208
17.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,7.709376291988904,0.07709376291988904,22.315529819353646,3.454713535549926,55.78882454838411,6.909427071099852
17.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,5.872560168358527,0.058725601683585274,20.091686213710272,2.9228806909950538,50.229215534275674,5.8457613819901075
17.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,4.620083715652513,0.046200837156525135,18.0883901525076,2.5541707563246194,45.220975381269,5.108341512649239
17.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,3.738734387892574,0.03738734387892574,16.284171220972492,2.295931636408633,40.71042805243123,4.591863272817266
18.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,3.101334879519556,0.03101334879519556,14.659492833263137,2.11558129247314,36.64873208315784,4.23116258494628
18.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,2.6292495037705628,0.02629249503770563,13.196644884816344,1.992362094092338,32.991612212040856,3.984724188184676
18.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,2.272273722406647,0.022722737224066477,11.879609645838478,1.91275116788256,29.699024114596195,3.82550233576512
18.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.9974221573424609,0.019974221573424607,10.693920954977038,1.867810848567049,26.734802387442592,3.735621697134098
19.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.782456688906632,0.017824566889066324,9.626526281636677,1.8516094349701226,24.06631570409169,3.7032188699402453
19.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.612031735333974,0.01612031735333974,8.665656110161915,1.860253528228059,21.664140275404787,3.720507056456118
19.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.4753322451735127,0.014753322451735128,7.800702530881058,1.8912812523398197,19.501756327202642,3.7825625046796394
19.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.3645885310854173,0.013645885310854176,7.022107610038126,1.943274878235608,17.555269025095313,3.886549756471216
20.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.2741202011716106,0.012741202011716107,6.321261437565399,2.015610671629382,15.803153593913496,4.031221343258764
20.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.1997072985005368,0.011997072985005368,5.6904094140100305,2.1082969804366036,14.226023535025075,4.216593960873207
20.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.1381684099939418,0.011381684099939421,5.122568179907528,2.221870690678612,12.806420449768819,4.443741381357224
20.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.087072434963637,0.01087072434963637,4.611449530326769,2.3573334757641957,11.528623825816922,4.714666951528391
21.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.04453833916337,0.0104453833916337,4.151391649729056,2.5161161058642656,10.378479124322638,5.032232211728531
21.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,1.0090938633051756,0.010090938633051756,3.737297023095313,2.7000633267018777,9.343242557738282,5.400126653403755
21.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.9795743883884634,0.009795743883884636,3.364576414649087,2.9114345096264653,8.411441036622717,5.822869019252931
21.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.9550495749798193,0.009550495749798195,3.029098347572567,3.1529170247812157,7.572745868931417,6.305834049562431
22.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.9347694875221969,0.00934769487522197,2.72714356239029,3.4276504560063903,6.817858905975725,6.855300912012781
22.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.9181245716456391,0.00918124571645639,2.4553639756387833,3.7392605770669145,6.138409939096958,7.478521154133829
22.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.904615603939716,0.009046156039397159,2.2107457026465505,4.091902577744574,5.526864256616376,8.183805155489148
22.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8938309053369963,0.008938309053369963,1.9905757479858353,4.4903134494701815,4.976439369964588,8.980626898940363
23.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8854289039545474,0.008854289039545474,1.7924120040925886,4.93987376748683,4.481030010231471,9.87974753497366
23.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.879124679281477,0.00879124679281477,1.6140562325872843,5.446679375428365,4.035140581468211,10.89335875085673
23.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8746794994111944,0.008746794994111944,1.4535297340078372,6.017623712446726,3.633824335019593,12.035247424893452
23.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8718926302854868,0.008718926302854868,1.3090514401064648,6.660491739076168,3.2726286002661618,13.320983478152336
24.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.870594886079425,0.008705948860794252,1.1790181887261038,7.384066627675002,2.947545471815259,14.768133255350005
24.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8706435265956107,0.008706435265956108,1.0619869647395728,8.19825059537445,2.654967411848932,16.3965011907489
24.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8719182068728129,0.008719182068728128,0.9566589117922112,9.114201478971804,2.391647279480528,18.228402957943608
24.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8743177571071384,0.008743177571071384,0.8618649388198629,10.144486887984177,2.154662347049657,20.288973775968355
25.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.877757625014119,0.008777576250141191,0.7765527626949837,11.303258029343807,1.9413819067374591,22.606516058687614
25.25,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8821678532273378,0.008821678532273378,0.6997752440504995,12.606445579885017,1.7494381101262486,25.212891159770034
25.5,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8874914949786536,0.008874914949786539,0.6306798874986769,14.071980295717227,1.576699718746692,28.143960591434453
25.75,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.8936833948124832,0.008936833948124832,0.5684993902437878,15.720041395809549,1.4212484756094694,31.440082791619098
26.0,0,100,0.25,0.25,0.02,0.4,0.01,0.5,0.9007092793866507,0.009007092793866507,0.5125431346142214,17.57333614593418,1.2813578365355536,35.14667229186836
