time,INITIAL TIME,FINAL TIME,TIME STEP,SAVEPER,population total,recovery rate,transmission rate,infection,recovery,Infected,Recovered,Susceptible
9.75,0,100,0.25,0.25,1000.0000000000002,0.1,0.3,16.540282690426796,6.042785063694361,60.42785063694361,27.173726225220985,912.3984231378356
10.0,0,100,0.25,0.25,1000.0000000000001,0.1,0.3,17.18040758955494,6.305222504362672,63.05222504362672,28.684422491144577,908.2633524652289
10.25,0,100,0.25,0.25,1000.0000000000002,0.1,0.3,17.8364745228338,6.577102131492478,65.77102131492478,30.260728117235246,903.9682505678402
10.5,0,100,0.25,0.25,1000.0000000000002,0.1,0.3,18.5080834083239,6.858586441276012,68.58586441276012,31.905003650108366,899.5091319371318
10.75,0,100,0.25,0.25,1000.0000000000003,0.1,0.3,19.19474842380645,7.149823865452209,71.49823865452208,33.61965026042737,894.8821110850508
11.0,0,100,0.25,0.25,1000.0000000000003,0.1,0.3,19.895893197962774,7.450946979411064,74.50946979411064,35.407106226790425,890.0834239790993
11.25,0,100,0.25,0.25,1000.0000000000003,0.1,0.3,20.610846227311207,7.762070634874857,77.62070634874857,37.26984297164319,885.1094506796086
11.5,0,100,0.25,0.25,1000.0000000000003,0.1,0.3,21.338836594518558,8.083290024685766,80.83290024685766,39.210360630361905,879.9567391227807
11.75,0,100,0.25,0.25,1000.0000000000003,0.1,0.3,22.07899006948071,8.414678688931586,84.14678688931586,41.231183136533346,874.6220299741511
12.0,0,100,0.25,0.25,1000.0000000000002,0.1,0.3,22.83032567975027,8.756286473445314,87.56286473445314,43.33485280876624,869.1022824567809
12.25,0,100,0.25,0.25,1000.0000000000003,0.1,0.3,23.591752841267944,9.10813745360294,91.08137453602939,45.52392442712757,863.3947010368433
