time,INITIAL TIME,FINAL TIME,TIME STEP,SAVEPER,downwelling rate,remin rate,uptake rate,upwelling rate,downwelling,remin,uptake,upwelling,Deep N,Surface N
13.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,8.860679094190006,19.08802313106173,11.814238792253343,28.63203469659259,954.4011565530864,295.3559698063336
14.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,8.920357470266126,19.084606468705026,11.893809960354837,28.626909703057535,954.2303234352512,297.3452490088709
14.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,8.9789530373094,19.081496739884592,11.9719373830792,28.62224510982689,954.0748369942296,299.29843457698
14.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.036488197480187,19.078687763221428,12.048650929973583,28.61803164483214,953.9343881610714,301.21627324933957
14.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.092984891360524,19.076173484800776,12.123979855147367,28.61426022720116,953.8086742400387,303.09949637868414
15.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.148464607465723,19.073947975545575,12.197952809954298,28.61092196331836,953.6973987772787,304.94882024885743
15.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.202948391559959,19.07200542864404,12.27059785541328,28.60800814296606,953.600271432202,306.764946385332
15.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.256456855779906,19.07034015703023,12.341942474373209,28.605510235545342,953.5170078515115,308.5485618593302
15.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.309010187570347,19.068946590916553,12.41201358342713,28.603419886374827,953.4473295458276,310.3003395856783
16.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.360628158435677,19.06781927537711,12.480837544580904,28.601728913065667,953.3909637688556,312.0209386145226
16.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.411330132511045,19.06695286798085,12.548440176681396,28.600429301971268,953.3476433990423,313.71100441703487
16.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.461135074956886,19.066342136473448,12.614846766609183,28.599513204710174,953.3171068236725,315.37116916522956
16.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.510061560180466,19.065981956507052,12.680082080240624,28.598972934760575,953.2990978253525,317.00205200601556
17.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.558127779888013,19.065867309416685,12.744170373184017,28.598800964125026,953.2933654708343,318.60425932960044
17.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.60535155097091,19.065993280042584,12.807135401294547,28.59898992006387,953.2996640021291,320.1783850323637
17.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.651750323229397,19.06635505459733,12.86900043097253,28.599532581895996,953.3177527298666,321.72501077431326
17.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.697341186937102,19.066947918576986,12.929788249249471,28.600421877865475,953.3473959288492,323.24470623123676
18.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.742140880249694,19.06776725471523,12.98952117366626,28.60165088207284,953.3883627357613,324.7380293416565
18.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.786165796460871,19.06880854097969,13.04822106194783,28.60321281146953,953.4404270489844,326.20552654869573
18.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.829431991108827,19.070067348609545,13.105909321478437,28.605101022914315,953.5033674304772,327.6477330369609
18.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.87195518893628,19.071539340193564,13.162606918581707,28.607309010290344,953.5769670096781,329.0651729645427
19.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.913750790707073,19.07322026778776,13.218334387609431,28.609830401681638,953.661013389388,330.4583596902358
19.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.954833879882313,19.075105971071824,13.273111839843084,28.61265895660774,953.7552985535913,331.8277959960771
19.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,9.99521922915893,19.077192375543557,13.326958972211909,28.615788563315334,953.8596187771778,333.1739743052977
19.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.034921306873514,19.079475490750493,13.379895075831353,28.619213236125738,953.9737745375246,334.4973768957838
20.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.07395428327417,19.081951408557984,13.431939044365562,28.622927112836976,954.0975704278992,335.798476109139
20.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.11233203666315,19.08461630145296,13.483109382217533,28.626924452179438,954.2308150726479,337.0777345554383
20.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.150068159412891,19.08746642088264,13.533424212550521,28.631199631323963,954.3733210441321,338.33560531376304
20.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.187175963858095,19.0904980956275,13.582901285144128,28.635747143441247,954.524904781375,339.5725321286032
21.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.223668488066387,19.093707730207722,13.631557984088518,28.64056159531158,954.685386510386,340.78894960221294
21.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.259558501490064,19.097091803322535,13.679411335320085,28.6456377049838,954.8545901661266,341.9852833830021
21.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.294858510501365,19.10064686632168,13.72647801400182,28.650970299482513,955.0323433160838,343.1619503500455
21.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.32958076381371,19.10436954170838,13.772774351751615,28.656554312562566,955.218477085419,344.31935879379034
22.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.363737257791188,19.108256521673177,13.818316343721586,28.662384782509765,955.4128260836588,345.45790859303963
22.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.397339741648665,19.11230456665795,13.863119655531555,28.668456849986924,955.6152283328975,346.57799138828886
22.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.430399722544717,19.11651050394955,13.907199630059623,28.674765755924323,955.8255251974774,347.67999075149055
22.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.462928470569617,19.1208712263024,13.950571294092823,28.681306839453594,956.0435613151199,348.76428235232055
23.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.49493702363055,19.12538369058949,13.993249364840734,28.688075535884234,956.2691845294745,349.8312341210183
23.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.526436192236146,19.13004491648117,14.035248256314862,28.695067374721752,956.5022458240585,350.88120640787156
23.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.557436564182426,19.134851985151148,14.07658208557657,28.70227797772672,956.7425992575573,351.91455213941424
23.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.587948509142185,19.139802038009183,14.117264678856248,28.709703057013773,956.9901019004591,352.9316169714062
24.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.6179821831598,19.14489227545987,14.1573095775464,28.717338413189804,957.2446137729935,353.93273943866
24.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.647547533053427,19.150119955687018,14.196730044071238,28.725179933530526,957.5059977843509,354.9182511017809
24.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.67665430072647,19.15548239346307,14.235539067635296,28.7332235901946,957.7741196731535,355.8884766908824
24.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.705312027390217,19.160976958983046,14.273749369853624,28.741465438474567,958.0488479491522,356.8437342463406
25.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.733530057699447,19.16660107672254,14.311373410265931,28.749901615083807,958.3300538361269,357.78433525664826
25.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.761317543802836,19.17235222431923,14.348423391737114,28.758528336478843,958.6176112159615,358.71058479342787
25.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.788683449309879,19.178227931477444,14.384911265746505,28.767341897216166,958.9113965738723,359.6227816436626
25.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.815636553176077,19.1842257788953,14.420848737568104,28.776338668342948,959.211288944765,360.5212184392026
26.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.842185453508067,19.190343397213944,14.456247271344091,28.785515095820912,959.5171698606971,361.4061817836023
26.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.868338571290334,19.19657846598845,14.491118095053778,28.79486769898267,959.8289232994224,362.27795237634444
26.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.894104154035121,19.20292871267993,14.525472205380163,28.804393069019895,960.1464356339965,363.1368051345041
26.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.919490279357156,19.209391911668405,14.55932037247621,28.814087867502607,960.4695955834203,363.9830093119052
27.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.944504858474676,19.21596588328602,14.592673144632903,28.82394882492903,960.7982941643011,364.81682861582254
27.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.969155639638336,19.22264849287018,14.625540852851117,28.83397273930527,961.132424643509,365.6385213212779
27.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,10.993450211489455,19.229437649836196,14.657933615319273,28.844156474754296,961.4718824918099,366.4483403829818
27.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.017396006349045,19.236331306769056,14.689861341798728,28.854496960153583,961.8165653384527,367.2465335449682
28.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.041000303439088,19.243327458533876,14.721333737918785,28.864991187800815,962.1663729266938,368.0333434479696
28.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.06427023203741,19.25042414140474,14.752360309383214,28.875636212107104,962.5212070702369,368.80900773458035
28.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.087212774567558,19.257619432211413,14.782950366090079,28.88642914831712,962.8809716105707,369.57375915225197
28.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.109834769625005,19.264911447503724,14.813113026166674,28.897367171255585,963.2455723751862,370.3278256541668
29.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.132142914940983,19.272298342733087,14.842857219921312,28.90844751409963,963.6149171366544,371.0714304980328
29.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.154143770285263,19.27977831145096,14.872191693713685,28.91966746717644,963.988915572548,371.8047923428421
29.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.175843760309094,19.28734958452376,14.901125013745459,28.931024376785636,964.3674792261879,372.5281253436365
29.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.197249177329576,19.295010429363995,14.92966556977277,28.94251564404599,964.7505214681997,373.24163924431923
30.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.218366184056654,19.30275914917723,14.957821578742205,28.954138723765848,965.1379574588616,373.9455394685551
30.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.239200816263907,19.310594082224572,14.985601088351876,28.965891123336856,965.5297041112286,374.6400272087969
30.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.259758985404314,19.31851360110033,15.013011980539087,28.977770401650496,965.9256800550165,375.32529951347715
30.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.280046481172118,19.326516112024603,15.040061974896158,28.989774168036902,966.3258056012301,376.00154937240393
31.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.300068974011882,19.3346000541504,15.066758632015844,29.0019000812256,966.73000270752,376.6689658003961
31.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.319832017575866,19.342763898885085,15.093109356767823,29.014145848327626,967.1381949442542,377.32773391919557
31.5,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.339341051130745,19.35100614922575,15.119121401507662,29.026509223838623,967.5503074612875,377.97803503769154
31.75,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.358601401914747,19.359325339108338,15.144801869219664,29.038988008662507,967.9662669554169,378.6200467304916
32.0,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.377618287446207,19.36772003277014,15.170157716594945,29.051580049155213,968.3860016385071,379.2539429148736
32.25,0,100,0.25,0.25,0.03,0.02,0.04,0.03,11.396396817784563,19.376188824125446,15.195195757046086,29.06428323618817,968.8094412062724,379.87989392615214
